,tweet_id,tweet_text,preprocessed,prob_hope,prob_empathy_distress,annotation1,annotation2,annotation3,gold_label,language
1385632505198432259,1385632505198432259,"My heart is going for our neighbours💔. The situation of COVID-19 deaths in India is horrifying. It's a wakeup call… https://t.co/jgoafhKkfH
",my heart is going for our neighbours the situation of covid 19 deaths in india is horrifying it s a wakeup call,0.0168116205394738,0.75801826,Supportive,Supportive,Supportive,Supportive,en
1386769785967366144,1386769785967366144,"Why is Twitter censoring the people of #India? They're blocking tweets that are critical of the government's poor C… https://t.co/4KiySEojl7
",why is twitter censoring the people of they re blocking tweets that are critical of the government s poor c,0.0075999323296291,0.6592435,Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387019061721186305,1387019061721186305,"Scenes from India’s #COVID19 crisis are horrific. Oxygen for the critical running out and so is the place to cremat… https://t.co/mUW8D8A5pm
",scenes from india s crisis are horrific oxygen for the critical running out and so is the place to cremat,0.07505721160331,0.71414024,Not Supportive,Supportive,Not Supportive,Not Supportive,en
1386077076709535744,1386077076709535744,"What would be better than that? You can go and open your tea stall. Better late than never!  #indianeedoxygen… https://t.co/XviGR9rINF
",what would be better than that you can go and open your tea stall better late than never,0.0070828180589064,0.6259661,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386682416736006148,1386682416736006148,"@patcummins30 Our country already got 6500cr in PM CARE FUND from @tiktok_us...  but we dont know whether its used… https://t.co/ooZ7cVu7Bu
",our country already got 6500cr in pm care fund from but we dont know whether its used,0.0069340585171647,0.6106787,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385889026020941824,1385889026020941824,"#India is already among the top climate polluter in the world. Just wondering about huge impact on climate due to h… https://t.co/gGq6x1juVN
",is already among the top climate polluter in the world just wondering about huge impact on climate due to h,0.012672603326912,0.6701124,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385878379405185025,1385878379405185025,"#PakistanstandswithIndia  All pakistanis are praying for speedy recovery of people of india, who are tested positiv… https://t.co/w8Otkrc1hI
",all pakistanis are praying for speedy recovery of people of india who are tested positiv,0.0093211942138048,0.74298966,Supportive,Supportive,Supportive,Supportive,en
1385900036442279936,1385900036442279936,"Let's pray for India. Let's pray for humanity. Let's pray for kashmir. #PakistanstandswithIndia https://t.co/VKfrFNelMG
",let s pray for india let s pray for humanity let s pray for kashmir,0.1756508988548566,0.73612213,Supportive,Supportive,Supportive,Supportive,en
1386504220870733828,1386504220870733828,"RT @imdknain777: Dear World, Please help my country. Please support my country. India is running out of oxygen. 🙏🏻   It is humble requestto…
",rt dear world please help my country please support my country india is running out of oxygen it is humble requestto,0.0086657482787355,0.7699865,Not Supportive,Supportive,Not Supportive,Not Supportive,en
1385965466607398917,1385965466607398917,"All the Sympathies are with people of India who are struggling with this pandemic .. Humanity must be our first pri… https://t.co/dPwOg09qc9
",all the sympathies are with people of india who are struggling with this pandemic humanity must be our first pri,0.017534739185278,0.77781004,Supportive,Supportive,Supportive,Supportive,en
1387571184498216962,1387571184498216962,"RT @FaceTheFact7: “Someone who has family member on death bed doesn’t care about cricket” - Adam Zampa. #IndiaNeedsOxygen #IndianLivesMatte…
",rt someone who has family member on death bed doesn t care about cricket adam zampa,0.0161124478556979,0.6715008,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385918621009031170,1385918621009031170,"Wear mask 😷 now or get ready for oxygen mask .... Astagfrullah!  #covid-19🏥 #indianeedoxygen #wearmask_savepakistan… https://t.co/c79IMpVWJP
",wear mask now or get ready for oxygen mask astagfrullah,0.0047857250012069,0.72212917,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386744091128438787,1386744091128438787,"@sip_guy @dmuthuk For that people like @dmuthuk comes into play to indentify and guide with the good companies. Sta… https://t.co/pLb79Zc3yY
",for that people like comes into play to indentify and guide with the good companies sta,0.0215101690681039,0.64974254,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1388552353159200770,1388552353159200770,"This is tragic. 😞 #India #COVID19 #IndiaCovidCrisis #IndiaNeedsOxygen  #Wearadamnmask #VaccinesSaveLives India’s da… https://t.co/A2BHEfwmYA
",this is tragic india s da,0.002744918853789,0.71902925,Supportive,Supportive,Supportive,Supportive,en
1386158178786816000,1386158178786816000,"While I do hope that our Indian neighbours get over the covid crises, I also hope that Indians realize the tragedy… https://t.co/maOUl5BU8O
",while i do hope that our indian neighbours get over the covid crises i also hope that indians realize the tragedy,0.0109738047466906,0.6896198,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385858727778074624,1385858727778074624,"It's not about religion, it's not about politics, it's not about two different countries. It's about humanity. May… https://t.co/Pe1KM1X4S3
",it s not about religion it s not about politics it s not about two different countries it s about humanity may,0.3159443284707911,0.724605,Supportive,Supportive,Supportive,Supportive,en
1385876295272345600,1385876295272345600,"Lets help our neighbor country India who's facing worst shortage of oxygen cause of covid. Forget rivalry. Humanity… https://t.co/gGyeyfvkpA
",lets help our neighbor country india who s facing worst shortage of oxygen cause of covid forget rivalry humanity,0.0205703913263,0.79795927,Supportive,Supportive,Supportive,Supportive,en
1385439062723420165,1385439062723420165,"The ONLY true vaccine for India's current situation is your vote.  #IndianLivesMatter  #ModiGovtSeNaHoPayega… https://t.co/IqjJRYVcXf
",the only true vaccine for india s current situation is your vote,0.0123965644373168,0.66629535,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385967993348235265,1385967993348235265,"RT @DeepSan05970557: Good to see HC  showing some courage, silence did more harm than good !   #indianeedoxygen  #FailedModi_BlamingFarmer
",rt good to see hc showing some courage silence did more harm than good,0.0232869847539399,0.5967367,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385603200720510978,1385603200720510978,"""Humanity is Greater than any Religion""  A Good Initiative by EDHI Foundation ❤️ #IndiaNeedsOxygen https://t.co/4LaaD0nDgY
",humanity is greater than any religion a good initiative by edhi foundation,0.0367297307366614,0.77836156,Supportive,Supportive,Supportive,Supportive,en
1385503759497932804,1385503759497932804,"Humanity comes first . India ran out of oxygen people are facing worse situation . Besides all the conflict lets pr… https://t.co/qmC9HmNNJJ
",humanity comes first india ran out of oxygen people are facing worse situation besides all the conflict lets pr,0.0317064084263571,0.7747636,Supportive,Supportive,Supportive,Supportive,en
1386235920442183680,1386235920442183680,"RT @Sudar_jao_awaiz: Show mercy on kashmir  Allah wil show mercy on you   #EndiaSaySorryToKashmir  #Karma https://t.co/SD6DLj0s2M
",rt show mercy on kashmir allah wil show mercy on you,0.0056482481261551,0.7426982,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387014954616647684,1387014954616647684,"RT @Hacan_1: During first wave, when Pakistan had few more cases than India, this was headline on Indian media:  'Ab Corona Ki Maut Marega…
",rt during first wave when pakistan had few more cases than india this was headline on indian media ab corona ki maut marega,0.0021828279810721,0.71748537,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385590143491395584,1385590143491395584,"#IndiaNeedsOxygen Instead of thinking Hindu-Muslim or enemy, we should think of being neighbors and playing the rol… https://t.co/px6OtGN9L6
",instead of thinking hindu muslim or enemy we should think of being neighbors and playing the rol,0.1138346593873125,0.6650546,Supportive,Supportive,Supportive,Supportive,en
1385877432100696064,1385877432100696064,"Together we can help each other and defeat #COVID19 and deadly #CovidChallenge . Let hope and humanity prevail.… https://t.co/mpH2TkY9xo
",together we can help each other and defeat and deadly let hope and humanity prevail,0.4361483399725098,0.73175704,Supportive,Supportive,Supportive,Supportive,en
1385932309140893698,1385932309140893698,"Instead of saving lives they shameless people and their leaders are trending lies at every media platform. I'm livi… https://t.co/tcPh6tZcF4
",instead of saving lives they shameless people and their leaders are trending lies at every media platform i m livi,0.024827404193643,0.68657905,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385737579388182528,1385737579388182528,"RT @SairaWasim: Humanity and love has no boundaries. #india #Pakistan must come together to kill Covid together. We both need each other to…
",rt humanity and love has no boundaries must come together to kill covid together we both need each other to,0.5720911744514883,0.7469535,Supportive,Supportive,Supportive,Supportive,en
1389216492353245186,1389216492353245186,"RT @ajbobdharm: #FarmersProtest #FarmersProtests #COVID19India #CovidVaccine #COVIDEmergency2021 #COVID19 #IndiaNeedsOxygen  While world is…
",rt while world is,0.0034946418822847,0.6579594,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387803150514417665,1387803150514417665,"RT @Deekshit_95: Oxygen cylinders available For Rural #Bangalore  Please contact the give below details  #COVID19India #CovidResources #Ind…
",rt oxygen cylinders available for rural please contact the give below details,0.0092066400380635,0.65833086,Supportive,Supportive,Supportive,Supportive,en
1386062431533862912,1386062431533862912,"Disrespecting a nation by calling their wrong name wont hurt them, it shows how intellectual you are.  For Kashmir,… https://t.co/aQJV8I2WYR
",disrespecting a nation by calling their wrong name wont hurt them it shows how intellectual you are for kashmir,0.0020307448288964,0.7332746,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386174959416864773,1386174959416864773,"@narendramodi  has abandoned his people he now denies them their civil liberties with twitter bans. When the chips… https://t.co/97VlslOHcQ
",has abandoned his people he now denies them their civil liberties with twitter bans when the chips,0.0032385534943307,0.65662825,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387463522783698946,1387463522783698946,"RT @moonsez: You can use the donate button on your zomato app and they will organise the purchase &amp; distribution of oxygen concentrators to…
",rt you can use the donate button on your zomato app and they will organise the purchase amp distribution of oxygen concentrators to,0.00220396422054,0.6877128,Supportive,Supportive,Supportive,Supportive,en
1386252678003630080,1386252678003630080,"Pray for India . India 🇮🇳 is going through a very critical corona situation right now 🥺🇮🇳 . May Allah Protect human… https://t.co/kstcv2fJKJ
",pray for india india is going through a very critical corona situation right now may allah protect human,0.0882624172006619,0.7907409,Supportive,Supportive,Supportive,Supportive,en
1386082567879806976,1386082567879806976,"“To Allah do we turn our hopes.”  — Quran (9:59) Prayers for India &amp; Pakistan 🇮🇳🇵🇰 Stay safe everybody ⚘… https://t.co/dxTbS7549Q
",to allah do we turn our hopes quran 9 59 prayers for india amp pakistan stay safe everybody,0.0282360448089977,0.7636925,Not Supportive,Supportive,Not Supportive,Not Supportive,en
1385967945801773056,1385967945801773056,"RT @Afridi_10_: #EndiaSaySorryToKashmir India’s decision to annex held valley could have dangerous consequences for all @Afridi_10_  @PakWa…
",rt india s decision to annex held valley could have dangerous consequences for all,0.007259031385864,0.66695267,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385905236884135937,1385905236884135937,"Mohammad Hafeez mentioned you play cricket and get money as a job and responsibility .  But can't be loved the way… https://t.co/SiMh7I3X8s
",mohammad hafeez mentioned you play cricket and get money as a job and responsibility but can t be loved the way,0.0030110251819219,0.7300651,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385387616091222016,1385387616091222016,"People who don't learn from others' mistakes are always the first to suffer in this world. May Allah protect everyo… https://t.co/VAjJoeZQ8I
",people who don t learn from others mistakes are always the first to suffer in this world may allah protect everyo,0.0308196014333146,0.7990358,Not Supportive,Supportive,Supportive,Supportive,en
1385925241046663168,1385925241046663168,"Dear Indians, these tough times will pass. So stay strong. Our prayers are with you.  #PakistanStandsWithIndia 🇵🇰🇮🇳 Long live Humanity 💞🤝🏼💌
",dear indians these tough times will pass so stay strong our prayers are with you long live humanity,0.0226704260729979,0.7879396,Supportive,Supportive,Supportive,Supportive,en
1386149146936188930,1386149146936188930,"RT @Huzichundrigar: Dear Neighbours, Don't feel Alone. We are with you... We Pray for you..! #PakistanstandswithIndia https://t.co/0ObM1B1N…
",rt dear neighbours don t feel alone we are with you we pray for you,0.0410755086031435,0.73262435,Supportive,Supportive,Supportive,Supportive,en
1386031749755506691,1386031749755506691,"Midoin is the first digital coin that can be mined on your mobile. Use this link to download the free app null and… https://t.co/Wz8t8WaxRf
",midoin is the first digital coin that can be mined on your mobile use this link to download the free app null and,0.0007684025945051,0.6999015,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386395405538103299,1386395405538103299,"RT @NailaIdrees94: In #India #muslins opened their  mosques for #covid patients. It is highly appreciated. #Pakistan #EdhiFoundation is wai…
",rt in opened their mosques for patients it is highly appreciated is wai,0.0038214232416063,0.66799885,Supportive,Supportive,Not Supportive,Supportive,en
1385552048704299010,1385552048704299010,"Humanity matters, both the sides we human are at the loss. As a GOODWILL GESTURE &amp; on HUMANITY GROUNDS we urge our… https://t.co/9Wu1DLS7Y8
",humanity matters both the sides we human are at the loss as a goodwill gesture amp on humanity grounds we urge our,0.1570931308578056,0.76546824,Supportive,Supportive,Supportive,Supportive,en
1386200953137864704,1386200953137864704,"We can feel the pain of India. May ALLAH protect us and our beloved countries from this pandemic disease.. Ameen… https://t.co/iea9CeY6w0
",we can feel the pain of india may allah protect us and our beloved countries from this pandemic disease ameen,0.1100826387263534,0.7922563,Supportive,Supportive,Supportive,Supportive,en
1386381033440825348,1386381033440825348,"RT @Otpor17: ""Overwhelmed hospitals in #India begged for oxygen supplies on Saturday as #COVID19 infections soared again, setting a new wor…
",rt overwhelmed hospitals in begged for oxygen supplies on saturday as infections soared again setting a new wor,0.0025229412416616,0.6948528,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386107732919422978,1386107732919422978,"RT @drunkJournalist: Remember Indian Celebrities doing ""Thaali Bajao"" and ""Diya Jalao"" with much fanfare. Tweeting and posting about it.…
",rt remember indian celebrities doing thaali bajao and diya jalao with much fanfare tweeting and posting about it,0.0013870924408787,0.6251364,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385832836058345478,1385832836058345478,"Covid 19 - Corona's situation in India will devastate more till 15 may, 5000 deaths will occur every day... (Estima… https://t.co/GI4YPmWU9b
",covid 19 corona s situation in india will devastate more till 15 may 5000 deaths will occur every day estima,0.0033841962164525,0.71196014,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385461591802531843,1385461591802531843,"RT @Entngld_Dreamer: The way we are dealing with corona, it will take no time to reach the condition of India and our health facilities are…
",rt the way we are dealing with corona it will take no time to reach the condition of india and our health facilities are,0.0186795333571215,0.73552155,Supportive,Supportive,Supportive,Supportive,en
1385861944096083972,1385861944096083972,"We need all the prayers we can get, please pray for us during your holy month, we're all just hoping for some kind… https://t.co/zHeFDoQQxZ
",we need all the prayers we can get please pray for us during your holy month we re all just hoping for some kind,0.0376962836052999,0.6663821,Supportive,Supportive,Supportive,Supportive,en
1385948578120708096,1385948578120708096,"India maybe you can now feel the pain of kashmiris , having lacs of people victom of covid-19 and insufficient faci… https://t.co/66HZOs71F4
",india maybe you can now feel the pain of kashmiris having lacs of people victom of covid 19 and insufficient faci,0.0064186162634776,0.72919685,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386762534875766784,1386762534875766784,"RT @NZPAK_: The greatest oppression in the world is inflicted on the people of the world's most oppressed subjugated nation, the state of K…
",rt the greatest oppression in the world is inflicted on the people of the world s most oppressed subjugated nation the state of k,0.0050155858626601,0.7453369,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1388497792918769669,1388497792918769669,"Hospital fire kills 18 in #India as over 400,000 cases recorded in one day https://t.co/cbwUoCSJJm Sent via… https://t.co/Fnu8nqcQKc
",hospital fire kills 18 in as over 400 000 cases recorded in one day sent via,0.0051837219922443,0.75104356,Supportive,Supportive,Supportive,Supportive,en
1386342056742690816,1386342056742690816,"Self discipline and self care should be there among people to fight against this covid situation. #CovidIndia… https://t.co/mZsTgEzyde
",self discipline and self care should be there among people to fight against this covid situation,0.261714560786116,0.65151256,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386108189322665984,1386108189322665984,"India Have mercy on Kashmir Allah will have mercy on you (What goes around comes around)  #EndiaSaySorryToKashmir
",india have mercy on kashmir allah will have mercy on you what goes around comes around,0.0045774441177576,0.79062337,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385402790940401664,1385402790940401664,"Humanity is about everything. Pray for India. We request PM @ImranKhanPTI to send medical teams and help poor peopl… https://t.co/kBMalJbbML
",humanity is about everything pray for india we request pm to send medical teams and help poor peopl,0.1439391365809473,0.7446517,Supportive,Supportive,Supportive,Supportive,en
1385717977983684608,1385717977983684608,"RT @Minhal_Abbas417: Humanity First 🙏🏻 Pakistan Standing with India 🇵🇰🇮🇳🇵🇰 may almighty God protect all humanity from Covid-19 ameen sumame…
",rt humanity first pakistan standing with india may almighty god protect all humanity from covid 19 ameen sumame,0.0350549134491899,0.8077145,Supportive,Supportive,Supportive,Supportive,en
1385057119959863297,1385057119959863297,"@drkafeelkhan was jailed few yrs ago by UP govt for pointing the scarcity of oxygen, now India can witness the it.… https://t.co/Pww482BQUg
",was jailed few yrs ago by up govt for pointing the scarcity of oxygen now india can witness the it,0.0009353772914147,0.66396666,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385877500182548480,1385877500182548480,"Humanity first ❤  May Allah Pak have mercy on India and all of us Ameen. Prayers for India...… https://t.co/Y0es338zLY
",humanity first may allah pak have mercy on india and all of us ameen prayers for india,0.1407748269526083,0.79379207,Supportive,Supportive,Supportive,Supportive,en
1386711481648046080,1386711481648046080,"Humanity is the greatest religion and Islam is a religion of peace. Pakistan supports peace. As a good neighbor we… https://t.co/tu7xcWUmd7
",humanity is the greatest religion and islam is a religion of peace pakistan supports peace as a good neighbor we,0.3189557836305046,0.7055436,Supportive,Supportive,Supportive,Supportive,en
1386299345197142017,1386299345197142017,"RT @Hey_eshhh: Why do people stay longer in my head than they do in my life??? 🌝 #life #RandomThoughts #NoVaccinePassportsAnywhere #LoveIsN…
",rt why do people stay longer in my head than they do in my life,0.0357458530289666,0.58172023,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385358346342084609,1385358346342084609,"It's high time for Pakistan to learn the lesson @ImranKhanPTI Such situations can happen with us too.We have to pre… https://t.co/kx0f3z9dUO
",it s high time for pakistan to learn the lesson such situations can happen with us too we have to pre,0.002562186865358,0.7558594,Supportive,Supportive,Supportive,Supportive,en
1386011432299466752,1386011432299466752,"Love and pray from pakistan 🤝🇵🇰 💔 May God Bless all Ameen   #indianeedoxygen https://t.co/ZBAzSKG3Vs
",love and pray from pakistan may god bless all ameen,0.6247421249009775,0.7825709,Supportive,Supportive,Supportive,Supportive,en
1385287196018548742,1385287196018548742,"RT @DrShehrozN: Please realize that we are literally DOOMED. India has FAILED in controlling the Second wave too despite a tragic First wav…
",rt please realize that we are literally doomed india has failed in controlling the second wave too despite a tragic first wav,0.0032638787105884,0.71536374,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386267407174430720,1386267407174430720,"@odisha_shines @POTUS @VP @KamalaHarris @JoeBiden what an incredible decision you have made in such critical situat… https://t.co/96Rd8CPONV
",what an incredible decision you have made in such critical situat,0.0198381963537418,0.58681554,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385610409902841856,1385610409902841856,"May Allah SWT ease the pandemic in India and all the over the globe, Ameen. Political differences apart, My heart b… https://t.co/kR2sVxfCST
",may allah swt ease the pandemic in india and all the over the globe ameen political differences apart my heart b,0.0319370143343785,0.8040999,Supportive,Supportive,Supportive,Supportive,en
1387338260750368770,1387338260750368770,"District Magistrate and Chief Medical Supdt should have be held accountable from Day 1 all over India. All I see is… https://t.co/KxxUpt3oFH
",district magistrate and chief medical supdt should have be held accountable from day 1 all over india all i see is,0.0068313781075616,0.68232656,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385874535308828675,1385874535308828675,"#Pakistanis made whole nation proud today Welldone #pakistan 4 rising above &amp; showing solidarity wd #indian brother… https://t.co/AdpB00y2Fb
",made whole nation proud today welldone 4 rising above amp showing solidarity wd brother,0.0029097695405155,0.7342429,Supportive,Supportive,Supportive,Supportive,en
1385816686746488841,1385816686746488841,"@HarshidDesai1 Ater electing Pragya the terrorist but wait it isn't proved. Next time elect Babu Bajrangi and then… https://t.co/9S8HB4621t
",ater electing pragya the terrorist but wait it isn t proved next time elect babu bajrangi and then,0.0006621725618424,0.6741617,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1384823911926308865,1384823911926308865,"@INCTelangana Check the pics before tweeting. But the problem is true. #indianeedsoxygen
",check the pics before tweeting but the problem is true,0.0057529102345443,0.5763495,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385483392691671040,1385483392691671040,"May lord kirshna protect you all from this wave of covid19 and recover everyone who is infected as soon as possible… https://t.co/j0Hpr5I5Rk
",may lord kirshna protect you all from this wave of covid19 and recover everyone who is infected as soon as possible,0.0152902935661319,0.79459935,Supportive,Supportive,Supportive,Supportive,en
1385747180003147778,1385747180003147778,"Our heartedly prayers with all our Indians May Allah saved All humans from this COVID 19 because humanity first tha… https://t.co/2FrjDJYjtN
",our heartedly prayers with all our indians may allah saved all humans from this covid 19 because humanity first tha,0.0156499426047528,0.683904,Supportive,Supportive,Supportive,Supportive,en
1385986613969395712,1385986613969395712,"RT @ChandiaJamil: #EndiaSaySorryToKashmir  The greatest oppression in the world is inflicted on the ppl of the world's most oppressed subju…
",rt the greatest oppression in the world is inflicted on the ppl of the world s most oppressed subju,0.0041258481099923,0.75023913,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386682691706228746,1386682691706228746,"Praying for the fastest and safest recovery for India! May you over come this troubled times very soon! 🇮🇳🇱🇰… https://t.co/l3WsL2AysX
",praying for the fastest and safest recovery for india may you over come this troubled times very soon,0.0119725826408699,0.7680777,Not Supportive,Supportive,Supportive,Supportive,en
1386247595467497472,1386247595467497472,"Salute to @srinivasiyc for the services offered to humanity when the prime leadership of nation failed us.… https://t.co/51Hsx64yro
",salute to for the services offered to humanity when the prime leadership of nation failed us,0.0102728631883608,0.78298545,Not Supportive,Supportive,Supportive,Supportive,en
1388324342082281474,1388324342082281474,"@ashishkjha A sad day, week and month for India! Let us all try to help in whatever way we can! #IndiaNeedsOxygen
",a sad day week and month for india let us all try to help in whatever way we can,0.0286144103868132,0.7120276,Supportive,Supportive,Supportive,Supportive,en
1385682960834338816,1385682960834338816,"Humanity above all. No one deserves to suffer. Alarming situation for everyone, please everyone take care of yourse… https://t.co/77eaI2Dn7q
",humanity above all no one deserves to suffer alarming situation for everyone please everyone take care of yourse,0.4104719042885955,0.723788,Supportive,Supportive,Supportive,Supportive,en
1385567893153325058,1385567893153325058,"People in #Pakistan request their government to extend a helping hand to neighboring #India as it sees devastating… https://t.co/PpXOBDRMOB
",people in request their government to extend a helping hand to neighboring as it sees devastating,0.0064790348267635,0.73997563,Supportive,Supportive,Supportive,Supportive,en
1386628134250893312,1386628134250893312,"RT @Dilwala_Ik_: #EndiaSaySorryToKashmir In India, 44 Karuna patients were also given masks to idols in the temple   The incident took plac…
",rt in india 44 karuna patients were also given masks to idols in the temple the incident took plac,0.0019105536995119,0.75542253,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385677035524272128,1385677035524272128,"Lets pray for India. Lets pray for humanity. From Gilgitbaltistan  #IndiaNeedsOxygen
",lets pray for india lets pray for humanity from gilgitbaltistan,0.3571141395654988,0.7533552,Supportive,Supportive,Supportive,Supportive,en
1386374406520414208,1386374406520414208,"RT @Hajigul_bangish: @BarkhaT15599301 @AhmadIl97519246 @ri_ya_ali @narendramodi You are safe in Kashmir because you belong from Hindu relig…
",rt you are safe in kashmir because you belong from hindu relig,0.0040946772645398,0.76108074,Not Supportive,Not Supportive,Not Supportive,Not Supportive,id
1386011553783238656,1386011553783238656,"Pray for #india, people r dying. May Allah protect all the humanity! #pakistanstandwithindia
",pray for people r dying may allah protect all the humanity,0.2960216984477596,0.7896431,Supportive,Supportive,Supportive,Supportive,en
1385822523732860931,1385822523732860931,"Two south Asian's nuclear power; one hasn't vaccine and other hasn't oxygen whereas both conducted their missile te… https://t.co/p13x2tMxg9
",two south asian s nuclear power one hasn t vaccine and other hasn t oxygen whereas both conducted their missile te,0.0468656335188601,0.65737575,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386065678151479296,1386065678151479296,"RT @KutabPk: Ethical Issues in Journalism And The Media by Andrew Belsey And Ruth F. Chadwick  https://t.co/mhGs6pzcng  #25FabulousYearsofP…
",rt ethical issues in journalism and the media by andrew belsey and ruth f chadwick,0.0097374759759195,0.69585943,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387400731225821184,1387400731225821184,"RT @abhyudaya_kkss: There is huge requirement for Oxygen during covid   Are you a Oxygen Manufacturers or suppliers in India  fill the form…
",rt there is huge requirement for oxygen during covid are you a oxygen manufacturers or suppliers in india fill the form,0.0015340490595423,0.7240868,Supportive,Supportive,Supportive,Supportive,en
1387673709255663616,1387673709255663616,"RT @akash_raavan: #Urgent need for an #ICU bed for my friend's aunt in #DelhiNCR. Any leads would be appreciated. 🙏  #COVIDEmergency #COVID…
",rt need for an bed for my friend s aunt in any leads would be appreciated,0.0340038512590074,0.5941951,Supportive,Supportive,Supportive,Supportive,en
1386883615393452034,1386883615393452034,"@ManojMehtamm There is still time, ask for forgiveness from the innocent kashmiries 🖤and  raise your voice against… https://t.co/IDHEneLbWy
",there is still time ask for forgiveness from the innocent kashmiries and raise your voice against,0.0010798846489091,0.7465948,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385786776682442752,1385786776682442752,"All our prayers with Indian peoples in these difficult times. May Allah Rab ul izzat make it easier for India and t… https://t.co/Js828oPmir
",all our prayers with indian peoples in these difficult times may allah rab ul izzat make it easier for india and t,0.0092008039572701,0.79111224,Supportive,Supportive,Supportive,Supportive,en
1385797026290573312,1385797026290573312,"Ya Allah save our neighbours😓😓😢💔 In such a difficult situation, I am happy that the people of Pakistan have pain fo… https://t.co/4xlJAKrzxu
",ya allah save our neighbours in such a difficult situation i am happy that the people of pakistan have pain fo,0.0491321698963224,0.7662573,Supportive,Supportive,Supportive,Supportive,en
1386104103072325632,1386104103072325632,"#pakistanstandwithindia  Sir Good Wishes From Another side of LOC. God bless you and Whole India with Good Health. @rwac48
",sir good wishes from another side of loc god bless you and whole india with good health,0.2638972902677926,0.73756015,Supportive,Supportive,Supportive,Supportive,en
1385702491980025861,1385702491980025861,"India's worst situation ever....Kindly  follow Sops🙏 stay safe 😷 Heartfelt prayers for our neighbourhood 😔 Humanity… https://t.co/fCsLdrnixo
",india s worst situation ever kindly follow sops stay safe heartfelt prayers for our neighbourhood humanity,0.1839238456414484,0.7568549,Supportive,Supportive,Supportive,Supportive,en
1386051092178513920,1386051092178513920,"May allah recover all the people of india and all over the world from these deadly virus and get well the condition… https://t.co/s9efOLsmRS
",may allah recover all the people of india and all over the world from these deadly virus and get well the condition,0.0648342730300713,0.79336816,Supportive,Supportive,Supportive,Supportive,en
1388468338989305861,1388468338989305861,"Shame on @narendramodi @BJP4India @PMOIndia @rashtrapatibhvn Hope the #statueofunity is helping in #OxygenCrisis… https://t.co/JQxJjvzqba
",shame on hope the is helping in,0.0190666995114175,0.6686731,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385912289442795520,1385912289442795520,"RT @Chlo_shaba_kato: Video circulating on social media in which an Indian police officer asks the Muslim community to offer prayers and he…
",rt video circulating on social media in which an indian police officer asks the muslim community to offer prayers and he,0.01134371075062,0.75112844,Supportive,Supportive,Supportive,Supportive,en
1386530154470539271,1386530154470539271,"#IndiaFightsBack against #Corona2ndWave while @iamsrk @ajaydevgn @BeingSalmanKhan and few more are busy in selling… https://t.co/WSeVWDjdxj
",against while and few more are busy in selling,0.0022629820968226,0.62040937,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385191018933284865,1385191018933284865,"We are in the epitome of Athma nirbhar where judiciary literally telling government to steal oxygen.… https://t.co/Hq1EzG0yUs
",we are in the epitome of athma nirbhar where judiciary literally telling government to steal oxygen,0.0038784326455567,0.6600676,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
